"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.19739177436675e-10,0.380203051106054,0.628,0.438,3.01350307936656e-06,"2","RARRES3"
3.29264257686719e-10,0.487947112603213,0.607,0.416,4.51553002991566e-06,"2","COX6C"
9.94434387739506e-10,0.543785510588024,0.37,0.225,1.36376731934596e-05,"2","TUBA4A"
1.70892819979926e-09,0.868488408676471,0.286,0.165,2.3436241332047e-05,"2","PDCD5"
1.78121010625666e-09,0.625226935620373,0.45,0.286,2.44275153972039e-05,"2","PPA1"
2.00814842625818e-09,0.761590526526261,0.378,0.234,2.75397475177047e-05,"2","LEPROTL1"
2.66072230318437e-09,0.335008384657899,0.693,0.494,3.64891456658704e-05,"2","HMGN1"
2.75952368619492e-09,0.398009116713745,0.788,0.62,3.78441078324771e-05,"2","KLF6"
2.88892280153524e-09,0.344156472092934,0.832,0.673,3.96186873002543e-05,"2","MYL12B"
3.90757547642267e-09,0.296119644014837,0.899,0.753,5.35884900836605e-05,"2","TOMM7"
4.10599550963386e-09,0.585107744712077,0.298,0.17,5.63096224191188e-05,"2","ADD3"
5.21867246920447e-09,0.480613889987942,0.405,0.255,7.15688742426701e-05,"2","ABRACL"
5.78065442188321e-09,0.48139494136007,0.326,0.185,7.92758947417064e-05,"2","TECR"
6.24921571911184e-09,0.35846072135548,0.849,0.732,8.57017443718997e-05,"2","TSC22D3"
6.2627813607454e-09,0.410893050796541,0.613,0.456,8.58877835812624e-05,"2","RAN"
8.0611091402623e-09,0.588178414671816,0.309,0.184,0.000110550050749557,"2","SBDS"
8.93001491883618e-09,0.475289661695182,0.603,0.437,0.000122466224596919,"2","SKP1"
1.5363550337647e-08,0.437768196994454,0.384,0.24,0.000210695729330491,"2","CCNL1"
1.75689186308415e-08,0.466165956164472,0.487,0.334,0.000240940150103361,"2","BTG2"
1.93002114904531e-08,0.715326049038206,0.372,0.232,0.000264683100380074,"2","RWDD1"
2.20043629450681e-08,0.536512588701549,0.303,0.176,0.000301767833428664,"2","DSTN"
2.31820966374319e-08,0.934825191042935,0.355,0.229,0.000317919273285741,"2","SLC2A3"
2.70732693464866e-08,0.449632398267443,0.376,0.234,0.000371282815817718,"2","DUSP2"
2.97848939606602e-08,0.513256847620902,0.464,0.311,0.000408470035776494,"2","SEPT9"
3.82517416882395e-08,0.586567529867859,0.303,0.184,0.000524584385512517,"2","KARS"
3.91038739289059e-08,0.327290186205615,0.426,0.274,0.000536270527061016,"2","C12orf57"
3.92514636604361e-08,0.463502604261965,0.317,0.191,0.000538294572639221,"2","BUB3"
6.09232128852758e-08,0.434208357384582,0.328,0.199,0.000835500941508673,"2","CAPN2"
7.2861173350338e-08,0.537778885267328,0.261,0.147,0.000999218131326535,"2","ABHD14B"
8.6502218499796e-08,0.412344428963683,0.502,0.349,0.0011862914245062,"2","MZT2B"
1.60506625602408e-07,0.406630527271684,0.286,0.168,0.00220118786351142,"2","PSIP1"
1.96464527004501e-07,0.699999259334783,0.399,0.265,0.00269431452333973,"2","PSMC5"
1.98364677656275e-07,0.645538993221479,0.319,0.201,0.00272037318937815,"2","DDIT4"
2.08115514664565e-07,0.354964590039745,0.611,0.467,0.00285409616810985,"2","LDHA"
2.29467334705267e-07,0.367066176042511,0.658,0.511,0.00314691502814803,"2","HSP90AA1"
2.42180641730986e-07,0.829973278235241,0.275,0.172,0.00332126532069874,"2","NSMCE1"
3.75827073236057e-07,0.324180914249041,0.439,0.302,0.00515409248235928,"2","XRCC6"
4.02106192048773e-07,0.42300167767229,0.532,0.389,0.00551448431775687,"2","MIF"
4.02693209689159e-07,0.371258180980053,0.332,0.214,0.00552253467767713,"2","DDX24"
5.27674546697003e-07,0.341589462326932,0.483,0.341,0.0072365287334027,"2","YWHAZ"
5.63861867718522e-07,0.606974044752849,0.3,0.192,0.00773280165389182,"2","IL10RA"
6.01834917796808e-07,0.400908432138304,0.752,0.611,0.00825356406266542,"2","IER2"
6.04287942200929e-07,0.464618677602148,0.328,0.212,0.00828720483934354,"2","CDC42SE2"
6.17704469901911e-07,0.508142742661365,0.269,0.164,0.0084711991002348,"2","MYLIP"
6.46294655883336e-07,0.432062314904777,0.328,0.208,0.00886328491078407,"2","TERF2IP"
7.57319287889609e-07,0.252116269186222,0.271,0.158,0.0103858767141181,"2","ANXA2R"
7.96247398425377e-07,0.317939867387551,0.685,0.543,0.0109197368220056,"2","SNRPD2"
8.89896023207105e-07,0.452245715178426,0.361,0.239,0.0122040340622622,"2","DUT"
1.23726923686623e-06,0.280807517315454,0.935,0.848,0.0169679103143835,"2","ACTG1"
1.46274876761128e-06,0.290955267436541,0.405,0.27,0.0200601365990211,"2","C9orf78"
1.54668389403585e-06,0.257248380513756,0.939,0.903,0.0212112229228077,"2","RPL34"
1.69098273979624e-06,0.650071647366983,0.321,0.213,0.0231901372935656,"2","TAP1"
2.38035825833359e-06,0.344124376659335,0.284,0.175,0.0326442331547869,"2","CRBN"
2.81470632692273e-06,0.32487702707463,0.401,0.279,0.0386008825674183,"2","SUB1"
3.82860765883209e-06,0.258732327676234,0.794,0.608,0.0525055254332233,"2","S100A10"
5.14590027486677e-06,0.430360228768949,0.265,0.166,0.070570876369523,"2","HMOX2"
5.37753297295286e-06,0.35179990554355,0.424,0.305,0.0737474871910756,"2","CCDC109B"
8.61431193624861e-06,0.328976505835701,0.609,0.458,0.118136673893713,"2","SRSF7"
1.12303939572921e-05,0.362106071866323,0.634,0.498,0.154013622730304,"2","GTF3A"
1.24466082707789e-05,0.379398730535592,0.401,0.284,0.170692785825461,"2","KRTCAP2"
1.25166527628896e-05,0.49042280678986,0.25,0.158,0.171653375990268,"2","DDX18"
1.33917817610447e-05,0.301792366197703,0.655,0.518,0.183654895070967,"2","RPL41"
1.38688843744445e-05,0.255172327564048,0.282,0.18,0.190197880311131,"2","ARL4C"
1.90677988226113e-05,0.347076816522578,0.468,0.346,0.261495793053292,"2","DAD1"
2.26151164261162e-05,0.522021700265667,0.263,0.174,0.310143706667757,"2","MATR3"
2.40150420159028e-05,0.478869801009292,0.294,0.192,0.329342286206091,"2","HSPE1"
2.77483177743265e-05,0.372197646477213,0.326,0.228,0.380540429957114,"2","IDS"
3.03216221109969e-05,0.431109673911298,0.254,0.168,0.415830725630212,"2","NECAP2"
3.27406614266788e-05,0.41532502891699,0.334,0.228,0.449005430805472,"2","CD47"
3.28066690976788e-05,0.270143980593336,0.351,0.245,0.449910660005567,"2","MINOS1"
4.52300844964391e-05,0.284904550376863,0.412,0.29,0.620285378784166,"2","ATPIF1"
5.20886025188989e-05,0.408583743270022,0.271,0.179,0.714343094944179,"2","MRPL34"
5.22748037812284e-05,0.328730495702895,0.267,0.173,0.716896659055766,"2","USMG5"
5.46793718808091e-05,0.360310883350421,0.489,0.354,0.749872905973416,"2","TRMT112"
6.33556293981427e-05,0.358958249053617,0.391,0.286,0.868859101566128,"2","PRDX1"
7.09348451680995e-05,0.356825750470185,0.384,0.272,0.972800466635317,"2","GYPC"
7.1185700439776e-05,0.336077516222436,0.296,0.204,0.976240695831088,"2","TCEA1"
7.56720336401605e-05,0.365525546157611,0.286,0.196,1,"2","FNBP1"
7.71617039597516e-05,0.40819296755166,0.305,0.21,1,"2","SIGIRR"
7.99925655929479e-05,0.384579507076684,0.294,0.199,1,"2","MGST3"
8.06050166302019e-05,0.646687729617774,0.269,0.183,1,"2","TRAM1"
8.1232178929852e-05,0.447782801848517,0.269,0.178,1,"2","CHURC1"
9.28751777079777e-05,0.395901282513834,0.273,0.185,1,"2","MRP63"
9.37792863526503e-05,0.332937565566979,0.513,0.386,1,"2","PTGES3"
0.000111282126841214,0.321561748634954,0.282,0.19,1,"2","HNRNPR"
0.000116057506902697,0.566243687231539,0.321,0.228,1,"2","KHDRBS1"
0.000116826194194784,0.31373981654589,0.261,0.178,1,"2","ATP1A1"
0.000118019101194875,0.285335217463039,0.506,0.39,1,"2","CIB1"
0.000119921746659922,0.369166294204544,0.319,0.222,1,"2","EIF4B"
0.000124687219074294,0.354333984101429,0.468,0.355,1,"2","EIF3E"
0.00012877956439959,0.260842369079122,0.41,0.299,1,"2","EIF3I"
0.000142350820933713,0.351637684446386,0.347,0.255,1,"2","ANXA11"
0.000165346909468256,0.68163498990949,0.265,0.181,1,"2","EWSR1"
0.000173102046685436,0.279705262673197,0.416,0.305,1,"2","NDFIP1"
0.000177582503014374,0.304149396719976,0.256,0.173,1,"2","OSTC"
0.00020146265480381,0.454910550969436,0.303,0.218,1,"2","IK"
0.000264861923054738,0.395555249746903,0.25,0.167,1,"2","RPA2"
0.000268851418422613,0.290575460081839,0.336,0.24,1,"2","PCNP"
0.000273883112617063,0.457318035504543,0.252,0.177,1,"2","NUTF2"
0.00028970694853165,0.311218052166906,0.366,0.269,1,"2","PYURF"
0.000300523155498595,0.390630589431892,0.254,0.177,1,"2","TMED10"
0.000314666201349036,0.546723210963326,0.311,0.226,1,"2","DOK2"
0.000325475319959046,0.434573937448527,0.366,0.265,1,"2","DYNLRB1"
0.00037592009750944,0.459710624633906,0.315,0.223,1,"2","TMEM14B"
0.000381143707760395,0.27495453378548,0.294,0.207,1,"2","ANXA7"
0.000484961325492516,0.288417044858739,0.254,0.175,1,"2","GRK6"
0.000488634806095599,0.311558642579013,0.763,0.645,1,"2","GPSM3"
0.00050025464096268,0.470084455899269,0.332,0.248,1,"2","S1PR4"
0.000542775975142855,0.310192085961545,0.315,0.226,1,"2","XRCC5"
0.000546824959059893,0.282174576071947,0.534,0.414,1,"2","CUTA"
0.000567261748556001,0.259064299102382,0.265,0.186,1,"2","HSPA5"
0.000579855879417434,0.370275301882661,0.317,0.234,1,"2","HNRNPU"
0.000610703719351973,0.46086669721232,0.313,0.22,1,"2","ACP1"
0.000717507124789927,0.315868756203065,0.273,0.197,1,"2","CCT3"
0.00080503904053599,0.388593796971692,0.42,0.32,1,"2","PDIA3"
0.000915750694696425,0.627724379929476,0.29,0.208,1,"2","RPS27L"
0.00091669719246993,0.292410760963104,0.303,0.222,1,"2","MDH1"
0.000949553665189408,0.256792360637901,0.328,0.249,1,"2","NDUFB4"
0.00101311790904563,0.392036305770988,0.256,0.177,1,"2","DCK"
0.00102939435184501,0.265549917318845,0.267,0.19,1,"2","LSM2"
0.00109207391037272,0.32626044873442,0.504,0.393,1,"2","CCND3"
0.00128210254597275,0.359050543933682,0.258,0.188,1,"2","TRAPPC6A"
0.00131446328793411,0.271605514577373,0.252,0.181,1,"2","CACYBP"
0.0013687064184412,0.318139798171802,0.349,0.26,1,"2","TMED2"
0.00151320840999113,0.322111662898372,0.288,0.208,1,"2","NDUFA12"
0.00209789548215117,0.256522327884952,0.315,0.241,1,"2","SEPW1"
0.0024235714416911,0.270307751158492,0.3,0.225,1,"2","UBE2L3"
0.00327537833393665,0.255289230931345,0.263,0.191,1,"2","TMEM243"
0.00338056043625408,0.655863977686433,0.34,0.265,1,"2","FUS"
0.00404562093613732,1.02842796552165,0.282,0.212,1,"2","NSA2"
0.00440365498344726,0.278794870109685,0.334,0.255,1,"2","PSMA5"
0.004903883173395,0.377287530797716,0.263,0.194,1,"2","SF3B2"
0.00505145678998611,0.273646284176182,0.389,0.309,1,"2","HMGB2"
0.0052496549011161,0.333861582593507,0.282,0.216,1,"2","RALY"
0.00636060501520615,0.364759052551042,0.479,0.381,1,"2","TMEM59"
0.0073202755668553,0.285103057277242,0.366,0.29,1,"2","CSDE1"
0.00820477699096482,0.268210685871522,0.294,0.227,1,"2","ARHGEF1"
0.0084045389447931,0.326838822539308,0.372,0.3,1,"2","HNRNPM"
0.00964726681331546,0.471156144470598,0.261,0.195,1,"2","STK4"
0,6.91122123585034,0.936,0.041,0,"3","CD79A"
0,5.71851982869506,0.855,0.053,0,"3","MS4A1"
2.65597388082529e-274,4.6367473889712,0.916,0.142,3.6424025801638e-270,"3","CD79B"
2.39762509409901e-272,7.37975668388705,0.564,0.009,3.28810305404738e-268,"3","LINC00926"
9.48178348771665e-271,6.68805138725732,0.622,0.022,1.30033178750546e-266,"3","TCL1A"
2.94239518126968e-266,3.97183579402803,0.89,0.118,4.03520075159324e-262,"3","HLA-DQA1"
2.74501570039047e-237,7.13505065864305,0.488,0.007,3.76451453151549e-233,"3","VPREB3"
1.17193186890855e-229,4.04484736802301,0.863,0.147,1.60718736502119e-225,"3","HLA-DQB1"
5.25573613251938e-185,2.98654211129718,1,0.821,7.20771653213708e-181,"3","CD74"
1.95194498795634e-183,2.8530286247696,1,0.494,2.67689735648333e-179,"3","HLA-DRA"
2.42006606061893e-170,6.36063050159685,0.381,0.009,3.3188785955328e-166,"3","FCER2"
2.40627880579874e-165,2.50394286711188,0.985,0.449,3.29997075427239e-161,"3","HLA-DPB1"
3.30065459943686e-159,4.51958916914491,0.483,0.037,4.52651771766771e-155,"3","BANK1"
5.21401529283008e-154,2.21607263763767,0.983,0.381,7.15050057258717e-150,"3","HLA-DRB1"
4.61921320379531e-142,2.1409756752451,0.977,0.421,6.33478898768488e-138,"3","HLA-DPA1"
4.00716484177571e-138,6.05770194126722,0.311,0.007,5.49542586401121e-134,"3","TSPAN13"
3.74662820602971e-137,3.82247474150743,0.523,0.065,5.13812592174915e-133,"3","HLA-DQA2"
7.08341124993854e-135,6.72078965680431,0.297,0.006,9.71419018816571e-131,"3","FCRLA"
9.11845573872829e-130,2.05466592043703,0.962,0.741,1.2505050200092e-125,"3","CD37"
1.08036565911297e-119,2.20967659333316,0.852,0.276,1.48161346490752e-115,"3","HLA-DRB5"
2.2559761388977e-119,3.36633269228742,0.491,0.068,3.0938456768843e-115,"3","HVCN1"
7.43733395087428e-116,5.52361140199933,0.276,0.008,1.0199559780229e-111,"3","PKIG"
1.14716305419288e-114,5.48400188718993,0.288,0.011,1.57321941252011e-110,"3","HLA-DOB"
1.49145634823156e-101,4.68464015792693,0.282,0.015,2.04538323596477e-97,"3","BLK"
5.30175079184065e-101,2.52569331712877,0.695,0.201,7.27082103593026e-97,"3","HLA-DMA"
2.75149105335357e-98,3.69257972467748,0.317,0.024,3.77339483056909e-94,"3","PDLIM1"
3.05733999079623e-98,4.64038762892779,0.288,0.018,4.19283606337795e-94,"3","GNG7"
9.25292295036691e-98,5.43064302054843,0.265,0.013,1.26894585341332e-93,"3","CD72"
1.38542098238373e-92,2.92226307061025,0.549,0.126,1.89996633524105e-88,"3","HLA-DMB"
3.8670523339695e-87,4.81147938473451,0.273,0.02,5.30327557080578e-83,"3","P2RX5"
2.4775735563188e-84,4.12510485104306,0.291,0.026,3.3977443751356e-80,"3","CD40"
1.70670630286118e-74,3.83692136063476,0.352,0.056,2.34057702374383e-70,"3","EAF2"
6.54295097926382e-71,3.6820456959817,0.314,0.044,8.9730029729624e-67,"3","PPAPDC1B"
3.85473313339085e-69,3.40190236954795,0.375,0.071,5.28638101913221e-65,"3","IRF8"
1.79702422647021e-66,0.610881554516634,1,0.993,2.46443902418125e-62,"3","RPL18A"
1.3839090720709e-61,3.21296142589733,0.326,0.058,1.89789290143803e-57,"3","CYB561A3"
3.295027656438e-61,3.70003973556456,0.27,0.037,4.51880092803907e-57,"3","QRSL1"
2.24367473450346e-57,3.56878684429892,0.282,0.045,3.07697553089804e-53,"3","MARCH1"
8.51896215096543e-55,3.55736526160712,0.267,0.042,1.1682904693834e-50,"3","MEF2C"
1.60961977292848e-52,0.645100173481985,1,0.98,2.20743255659412e-48,"3","RPS23"
3.8495899586765e-52,3.16370406474315,0.323,0.069,5.27932766932895e-48,"3","SMIM14"
4.30487619999513e-51,0.711628433618616,0.991,0.943,5.90370722067332e-47,"3","RPS11"
9.2708513043179e-50,0.578711443407235,1,0.976,1.27140454787416e-45,"3","RPS5"
5.01291849466356e-49,1.96511046882186,0.465,0.151,6.8747164235816e-45,"3","LY86"
7.75507120787561e-49,3.08860262363249,0.294,0.06,1.06353046544806e-44,"3","PLEKHF2"
6.86371482237248e-46,2.12810570883511,0.471,0.176,9.41289850740161e-42,"3","SNX2"
9.73383757672858e-45,0.773660716708884,0.936,0.669,1.33489848527256e-40,"3","LTB"
2.46549473383095e-39,1.46084821156633,0.695,0.427,3.38117947797577e-35,"3","ISG20"
2.5124332357631e-38,1.92425885933616,0.392,0.132,3.44555093952552e-34,"3","NCF1"
9.69740706028589e-38,1.23660260057403,0.811,0.569,1.32990240424761e-33,"3","CXCR4"
1.39927849572445e-36,0.41399560099808,1,0.999,1.9189705290365e-32,"3","RPL13A"
1.1117270794839e-35,1.69833254567325,0.5,0.231,1.52462251680422e-31,"3","SNHG7"
1.60807939153094e-35,1.11262118095496,0.872,0.781,2.20532007754553e-31,"3","LAPTM5"
7.39113238775133e-35,0.445567724460414,1,0.986,1.01361989565622e-30,"3","RPS8"
1.40144388978692e-33,0.38441143103895,1,0.995,1.92194015045378e-29,"3","RPL15"
3.14680268279265e-31,0.44071661718569,1,0.986,4.31552519918184e-27,"3","RPL8"
2.05314848314741e-29,2.74071296104836,0.25,0.069,2.81568782978836e-25,"3","LAT2"
4.3165157188514e-29,1.80399791652696,0.41,0.178,5.91966965683281e-25,"3","FAIM3"
1.02437136344517e-26,0.384797624419836,0.994,0.982,1.4048228878287e-22,"3","RPL18"
1.69941018396623e-24,0.377165826522425,0.997,0.993,2.33057112629128e-20,"3","RPS27"
4.62209608344298e-24,0.378524899085888,0.997,0.985,6.3387425688337e-20,"3","RPL10A"
1.2999927403886e-23,0.791095832478564,0.843,0.612,1.78281004416893e-19,"3","PTPRCAP"
9.73434147554648e-23,2.07878341649575,0.273,0.102,1.33496758995644e-18,"3","STX7"
1.00468831339009e-21,0.571163810241858,0.953,0.886,1.37782955298317e-17,"3","CD52"
9.95346677967505e-21,0.452908056013415,0.997,0.978,1.36501843416464e-16,"3","GNB2L1"
1.17812408838646e-20,1.76474802541877,0.297,0.122,1.61567937481319e-16,"3","SYPL1"
8.94316577229338e-20,0.444858513311213,0.988,0.954,1.22646575401231e-15,"3","RPSA"
1.89854440827665e-19,0.361368159933561,0.997,0.991,2.6036638015106e-15,"3","RPL12"
1.22427850956703e-18,0.655865872594938,0.756,0.643,1.67897554802022e-14,"3","LIMD2"
1.18814665379558e-17,0.33533017511416,0.997,0.985,1.62942432101526e-13,"3","RPL29"
4.27906038010517e-17,1.65149132721433,0.262,0.111,5.86830340527623e-13,"3","BIRC3"
2.8581190782199e-16,0.318261526612278,0.994,0.983,3.91962450387076e-12,"3","FAU"
6.41174337807629e-16,0.276879361700981,1,0.997,8.79306486869383e-12,"3","RPS18"
1.69362833659779e-15,0.297787710936498,1,0.99,2.32264190081021e-11,"3","RPL23A"
2.36037549488975e-15,0.475897146002406,0.907,0.859,3.23701895369181e-11,"3","RPS21"
3.84929163166316e-15,1.61947279577803,0.265,0.121,5.27891854366286e-11,"3","PRKCB"
7.92653127175359e-15,0.251872290746609,1,0.994,1.08704449860829e-10,"3","RPL19"
9.89556927497899e-15,0.313637817299036,0.997,0.975,1.35707837037062e-10,"3","RPL9"
1.21432572616289e-14,0.348697335687515,0.997,0.963,1.66532630085979e-10,"3","RPS13"
1.21702528166763e-14,0.997122864993901,0.581,0.449,1.66902847127899e-10,"3","SNX3"
2.53875572171971e-14,0.612611107273197,0.866,0.833,3.4816495967664e-10,"3","EEF2"
2.93668932503828e-14,1.27861567299304,0.366,0.209,4.0273757403575e-10,"3","FAM26F"
9.33626571367223e-14,0.287159271441231,1,0.992,1.28037547997301e-09,"3","RPL21"
2.48371449259129e-13,0.258818478203488,1,0.993,3.40616605513969e-09,"3","RPS19"
2.75078845936524e-13,1.1355016998505,0.485,0.328,3.77243129317349e-09,"3","POLD4"
3.91552930706403e-13,0.252269646483667,0.997,0.992,5.36975689170761e-09,"3","RPLP2"
6.76115093428458e-13,0.335592378114485,0.977,0.952,9.27224239127788e-09,"3","RPL37A"
7.42373471040702e-13,0.81958443022574,0.576,0.441,1.01809097818522e-08,"3","PLAC8"
8.586039183476e-13,0.501137203549334,0.913,0.884,1.1774894136219e-08,"3","EEF1B2"
3.567005631294e-12,0.389802141875534,0.89,0.825,4.89179152275659e-08,"3","GLTSCR2"
5.3042456789142e-12,0.308719054378484,0.968,0.952,7.27424252406293e-08,"3","RPL37"
5.71226049905156e-12,0.30899780364888,0.98,0.97,7.83379404839931e-08,"3","RPL35"
8.60559648307257e-12,1.59309920418385,0.323,0.182,1.18017150168857e-07,"3","RPL22L1"
2.00497621788022e-11,0.285027288666992,0.988,0.972,2.74962438520094e-07,"3","RPL5"
2.97371771390139e-11,1.18236469875362,0.328,0.199,4.07815647284437e-07,"3","RCSD1"
3.16242143784164e-11,1.22279196333375,0.337,0.205,4.33694475985603e-07,"3","SEC62"
6.53013070357599e-11,0.282447831926601,0.991,0.979,8.95542124688412e-07,"3","RPS3A"
1.31234782777673e-10,0.92076046641202,0.477,0.357,1.79975381101301e-06,"3","PNISR"
5.98226464405081e-10,1.4030849319395,0.262,0.147,8.20407773285128e-06,"3","BLOC1S2"
7.1910865715186e-10,0.281999907074161,0.977,0.955,9.8618561241806e-06,"3","RPL27"
2.09571422930721e-09,0.542309066808108,0.622,0.517,2.87406249407191e-05,"3","HMGN1"
3.22819989480293e-09,1.1308672810933,0.305,0.189,4.42715333573273e-05,"3","TMEM243"
4.0589571700704e-09,1.02042719010887,0.265,0.152,5.56645386303454e-05,"3","RNASEH2B"
4.21750986874935e-09,1.08069878502855,0.259,0.145,5.78389303400285e-05,"3","POU2F2"
5.22818729882763e-09,0.864066636956768,0.468,0.345,7.16993606161222e-05,"3","CD69"
9.75204184587776e-09,0.390051847963339,0.82,0.723,0.000133739501874368,"3","RPSAP58"
1.17568652180486e-08,1.0039342087163,0.253,0.148,0.000161233649600319,"3","DRAM2"
4.68369124808154e-08,1.03054329593343,0.573,0.458,0.000642321417761903,"3","SELL"
6.56009176685552e-08,0.455990709845124,0.701,0.632,0.000899650984906566,"3","EIF4A2"
7.22550531987093e-08,0.42103703425527,0.791,0.748,0.000990905799567099,"3","TSC22D3"
3.16076835193339e-07,0.812496264819519,0.326,0.23,0.00433467771784146,"3","ZFP36L1"
3.46848471003742e-07,0.454996648317636,0.654,0.602,0.00475667993134532,"3","ATP6V1G1"
4.3332337354077e-07,0.83728137793436,0.358,0.256,0.00594259674473812,"3","SP100"
4.56307178556637e-07,0.250858246244788,0.881,0.808,0.00625779664672572,"3","ARPC3"
6.0096151077543e-07,0.648361757258897,0.608,0.539,0.00824158615877424,"3","CD53"
9.9823201150782e-07,1.13233823533106,0.267,0.18,0.0136897538058182,"3","DCK"
1.0798079733499e-06,1.11501488909027,0.294,0.207,0.0148084865465205,"3","PAPOLA"
1.10334587411824e-06,0.31299041480448,0.913,0.876,0.0151312853176575,"3","BTG1"
2.61968391513871e-06,1.10173938914434,0.273,0.186,0.0359263452122123,"3","EZR"
3.13131343913109e-06,0.477710477062214,0.669,0.625,0.0429428325042437,"3","CCNI"
3.62409014858465e-06,0.731827761614459,0.535,0.474,0.0497007722976898,"3","ANAPC16"
3.90821886556494e-06,0.88359964119238,0.288,0.201,0.0535973135223576,"3","HERPUD1"
9.61316151910845e-06,0.765763026079172,0.372,0.284,0.131834897073053,"3","PTPN6"
1.15235311525944e-05,0.492550680291161,0.599,0.558,0.15803370622668,"3","ERP29"
1.28479802599488e-05,0.65035166857961,0.593,0.557,0.176197201284938,"3","UCP2"
1.36435894607697e-05,0.73777847260118,0.355,0.273,0.187108185864995,"3","SP110"
2.66365951953405e-05,0.415007348570002,0.727,0.704,0.365294266508899,"3","CIRBP"
2.71730008929037e-05,0.427065786717634,0.77,0.758,0.372650534245281,"3","TXNIP"
2.94145402732449e-05,1.46484685250401,0.308,0.233,0.403391005307281,"3","RASGRP2"
4.27915664553584e-05,0.664298317977765,0.323,0.239,0.586843542368784,"3","RHOH"
4.93312247279278e-05,0.371761270158961,0.695,0.684,0.676528415918801,"3","NBEAL1"
5.54287193565689e-05,0.925095647783154,0.291,0.216,0.760149457255986,"3","TAF7"
6.82875715885278e-05,0.762676231271763,0.358,0.294,0.93649575676507,"3","FAM65B"
8.24080815226747e-05,0.375890580902419,0.654,0.634,1,"3","HNRNPA2B1"
0.000107813388270249,0.833208212522939,0.375,0.31,1,"3","STK17A"
0.00011443451062421,0.302532995445702,0.846,0.86,1,"3","RPL23"
0.000158809183799,0.639910742614367,0.334,0.262,1,"3","LSM7"
0.000388132041740072,0.854177634685945,0.279,0.218,1,"3","TSTD1"
0.0004086820711467,0.903027938739711,0.267,0.204,1,"3","LSM10"
0.000701368626238928,0.670282843761304,0.273,0.212,1,"3","TCEA1"
0.000706266302913257,0.578048445561827,0.358,0.304,1,"3","EIF4G2"
0.000716539148974434,0.550373377135284,0.602,0.606,1,"3","HNRNPDL"
0.000801026749404358,0.263751235148769,0.244,0.361,1,"3","UBE2L6"
0.00100945481507116,0.718228626327883,0.491,0.45,1,"3","UQCRH"
0.00159121752210506,0.592176592611433,0.64,0.633,1,"3","HMGB1"
0.00179667171818563,0.500988993891574,0.366,0.321,1,"3","EVI2B"
0.00210009985897405,0.714647002482608,0.331,0.292,1,"3","SEP15"
0.00317135415491959,0.706609864359375,0.25,0.197,1,"3","LSM2"
0.00709680229022717,0.596019438686715,0.331,0.301,1,"3","SPCS2"
0.00830823164396532,0.375102032247364,0.474,0.442,1,"3","C11orf31"
0.00878413128578082,0.393238966571177,0.506,0.496,1,"3","HNRNPK"
5.61185541088886e-202,3.32613522613387,0.983,0.234,7.69609851049299e-198,"4","CCL5"
3.16067609359065e-181,2.45966452715542,0.966,0.216,4.33455119475022e-177,"4","NKG7"
7.6471495269265e-176,2.62103624855127,0.818,0.121,1.0487300861227e-171,"4","GZMA"
4.89229359557422e-171,2.62644424034168,0.797,0.122,6.70929143697049e-167,"4","CST7"
7.25488509276457e-165,4.40753994060933,0.577,0.055,9.94934941621733e-161,"4","GZMK"
1.64724645701221e-111,2.17950493237735,0.818,0.235,2.25903379114655e-107,"4","CTSW"
2.65172979432793e-103,3.34753421239591,0.491,0.072,3.63658223994133e-99,"4","CD8A"
1.02166631404875e-100,3.02263153284339,0.478,0.07,1.40111318308645e-96,"4","KLRG1"
3.26938908406903e-88,3.73640097095732,0.419,0.061,4.48364018989227e-84,"4","GZMH"
1.28866834814092e-83,0.707604286012272,1,1,1.76727977264045e-79,"4","B2M"
6.15934830287092e-80,2.18309311603945,0.56,0.135,8.44693026255718e-76,"4","LYAR"
4.57702819000214e-74,1.50611059954055,0.942,0.504,6.27693645976894e-70,"4","IL32"
6.92436597963814e-68,0.894988686168116,0.997,0.98,9.49607550447574e-64,"4","HLA-C"
3.23455008858895e-59,1.19359224438161,0.488,0.115,4.43586199149088e-55,"4","PRF1"
1.44527771396672e-55,1.83098397443845,0.584,0.202,1.98205385693396e-51,"4","GZMM"
4.32846806912618e-53,0.747172262928244,0.993,0.962,5.93606110999965e-49,"4","HLA-A"
5.39383967873494e-51,1.27176577958299,0.876,0.476,7.3971117354171e-47,"4","CD3D"
3.40316280140658e-42,1.15921284860868,0.893,0.611,4.66709746584899e-38,"4","PTPRCAP"
1.02646425048989e-41,1.94714673787461,0.412,0.116,1.40769307312183e-37,"4","HOPX"
2.8757379464939e-41,1.29386957475092,0.787,0.51,3.94378701982173e-37,"4","HCST"
3.34568662251914e-41,2.1985473633436,0.371,0.097,4.58827463412274e-37,"4","CD8B"
3.76483513891902e-40,1.49708720715575,0.344,0.085,5.16309490951355e-36,"4","CCL4"
2.93472180474386e-37,2.05807859033767,0.333,0.09,4.02467748302573e-33,"4","SAMD3"
5.1979930768472e-34,0.602300622933357,0.979,0.944,7.12852770558825e-30,"4","HLA-B"
1.37274051819175e-32,0.51775886314571,1,1,1.88257634664817e-28,"4","MALAT1"
4.10901414090318e-31,2.69019224518345,0.275,0.072,5.63510199283462e-27,"4","NCR3"
